Client_ID,Client_Name,Industry_Sector,Country,Annual_Revenue_USD,Number_of_Employees,Risk_Score,Insurance_Premium_USD,Claims_Made_Last_12_Months,Last_Claim_Amount_USD,Policy_Start_Date,Policy_End_Date,Is_High_Risk,Notes
C0026,Allied Enterprises,Financial Institutions,UK,9989550.0,2115,43.0,75448.0,Yes,88791,2022-05-13,2026-12-12,Y,Clean history
C0880,Prime Corp,Financial Institutions,USA,929735.0,1895,78.0,181098.0,Yes,3373,2019-05-09,2026-07-26,Y,Late claims
C0603,NextGen Enterprises,Financial Institutions,Canada,5337196.0,3854,41.0,8866.0,Yes,22588,2018-08-19,2025-04-08,No,Policy renewal pending
C0874,ABC Enterprises,Energy,Singapore,5755378.0,2409,19.0,,No,15735,2018-06-26,2026-12-07,No,Frequent small claims
C0058,NextGen Enterprises,Energy,USA,2399435.0,2588,82.0,118816.0,N,24335,2020-06-13,2026-03-29,Yes,Good client
C0883,ABC Corp,Manufacturing,USA,5382591.0,2988,19.0,96502.0,No,10692,2021-11-04,2025-08-06,No,Good client
C0817,Prime Solutions,Retail,USA,8486180.0,3388,1.0,8696.0,No,27230,2018-03-28,2026-06-14,No,Needs review
C0904,Prime Enterprises,Telecom,Australia,7653974.0,1634,94.0,42044.0,N,92949,2023-07-08,2025-11-24,No,Good client
C0405,XYZ Pvt,Energy,Germany,7131883.0,344,75.0,121185.0,YES,8328,2020-04-04,2026-05-05,N,Data mismatch
C0682,ABC Solutions,Telecom,India,1453038.0,77,52.0,169912.0,Yes,6644,2018-12-29,2026-11-24,N,Data mismatch
C0305,XYZ Ltd,Manufacturing,USA,9914996.0,934,73.0,118613.0,YES,76709,2019-02-22,2026-02-06,N,Frequent small claims
C0996,Secure Corp,Financial Institutions,USA,1145482.0,4601,,171132.0,N,53772,2018-05-26,2025-11-12,N,Good client
C0282,NextGen Pvt,Technology,Germany,8013697.0,1215,89.0,196083.0,N,91470,2021-05-23,2026-07-09,Y,Good client
C0589,XYZ Corp,Healthcare,Singapore,6755623.0,564,21.0,17828.0,NO,60593,2023-07-28,2025-10-08,N,Data mismatch
C0632,Prime Enterprises,Energy,USA,7253768.0,1005,22.0,69110.0,Y,20884,2019-04-10,2026-03-12,Yes,Data mismatch
C0554,Secure Solutions,Technology,,3793976.0,2291,95.0,95887.0,YES,35740,2021-02-06,2025-04-13,N,Frequent small claims
C0133,Global Solutions,,USA,6806971.0,1758,4.0,84003.0,No,94876,2019-10-03,2025-08-28,No,Frequent small claims
C0339,Allied Ltd,Technology,Singapore,1272622.0,3731,92.0,141917.0,No,48516,2024-09-20,2026-07-11,Yes,Needs review
C0298,Global Solutions,Financial Institutions,India,8619981.0,4855,11.0,149063.0,Y,73539,2019-07-17,2025-09-08,N,Needs review
C0746,Global Pvt,Financial Institutions,India,6959991.0,3973,25.0,128765.0,Y,84425,2023-09-02,2026-11-24,Yes,Clean history
C0778,Secure Solutions,Energy,Singapore,6052793.0,3341,21.0,82960.0,No,91056,2021-12-21,2025-09-03,Yes,Good client
C0971,ABC Enterprises,,,418408.0,3424,76.0,138682.0,YES,84214,2020-12-18,2026-04-29,Yes,Needs review
C0250,NextGen Enterprises,Financial Institutions,Canada,4224499.0,360,11.0,155023.0,N,10103,2018-02-28,2026-05-23,No,Data mismatch
C0647,Secure Enterprises,Financial Institutions,India,1187341.0,1319,10.0,92265.0,No,12391,2024-06-11,2026-02-02,Yes,Clean history
C0101,Prime Enterprises,Manufacturing,USA,4242807.0,4666,32.0,104932.0,Yes,80702,2019-07-06,2026-03-08,Y,Needs review
C0663,Allied Solutions,Telecom,USA,4992472.0,2390,86.0,54429.0,YES,14908,2021-08-16,2026-01-08,Yes,Good client
C0236,Secure Solutions,Manufacturing,Australia,6661000.0,2717,87.0,31762.0,Yes,58671,2018-05-11,2025-09-29,Y,Frequent small claims
C0355,Secure Pvt,Technology,Singapore,9927141.0,4022,77.0,32810.0,NO,92789,2020-08-03,2026-06-12,Y,Data mismatch
C0651,Global Enterprises,Financial Institutions,Germany,3131756.0,3673,49.0,108547.0,YES,67914,2020-07-09,2025-07-23,N,Clean history
C0326,Prime Solutions,Technology,Germany,2776188.0,899,21.0,45510.0,N,77243,2018-06-16,2026-07-18,Yes,Needs review
C0536,Global Corp,Healthcare,,548345.0,828,24.0,32364.0,NO,16633,2019-07-29,2026-12-02,Y,Needs review
C0735,NextGen Pvt,Technology,UK,9402640.0,325,63.0,20449.0,NO,46646,2020-05-07,2025-02-12,No,Good client
C0045,XYZ Corp,Telecom,Australia,2769995.0,3129,52.0,197512.0,Yes,1481,2024-02-09,2026-11-23,No,Needs review
C0016,Global Solutions,Retail,India,9280351.0,772,52.0,152796.0,NO,24618,2020-11-30,2025-10-13,No,Needs review
C0327,ABC Pvt,Manufacturing,,3395990.0,2159,13.0,185005.0,No,35098,2024-02-06,2025-08-29,Y,Frequent small claims
C0475,Secure Enterprises,Retail,USA,4694877.0,1038,57.0,171277.0,No,34872,2018-03-11,2025-01-05,Y,Needs review
C0356,ABC Enterprises,Telecom,UK,3603157.0,963,22.0,82842.0,N,92420,2022-07-07,2025-12-30,No,Policy renewal pending
C0812,Secure Corp,Energy,India,2996818.0,2925,47.0,14171.0,N,46830,2019-09-18,2025-08-07,No,Clean history
C0235,Prime Corp,,,5284502.0,3273,72.0,,Yes,34397,2019-12-20,2026-03-30,Yes,Late claims
C0622,NextGen Ltd,Manufacturing,Singapore,8516320.0,3938,17.0,66240.0,Yes,20324,2020-12-17,2025-08-19,N,Clean history
C0203,NextGen Pvt,Telecom,Australia,1759066.0,759,1.0,172647.0,N,68498,2023-06-22,2025-03-26,Yes,Late claims
C0238,ABC Enterprises,,India,4992306.0,3033,1.0,199994.0,Yes,66897,2021-01-19,2025-05-27,Yes,Late claims
C0278,Prime Ltd,Technology,UK,,2674,36.0,71418.0,YES,43427,2021-02-15,2026-05-27,No,Good client
C0414,NextGen Ltd,Telecom,Australia,6697519.0,4820,20.0,194466.0,No,30049,2019-07-15,2025-08-29,N,Late claims
C0873,Prime Pvt,Healthcare,Australia,9010852.0,3704,42.0,178423.0,Yes,77694,2023-10-05,2026-12-13,Yes,Policy renewal pending
C0247,NextGen Solutions,Telecom,Singapore,891971.0,542,,89754.0,YES,869,2023-05-25,2026-03-12,Y,Clean history
C0832,Global Ltd,Retail,Germany,671650.0,3414,53.0,20417.0,Yes,87985,2023-08-22,2025-08-10,N,Clean history
C0951,ABC Pvt,Financial Institutions,Singapore,938761.0,1785,47.0,181118.0,Y,20789,2024-05-31,2025-11-09,N,Frequent small claims
C0316,Prime Pvt,Telecom,Singapore,8206609.0,1846,51.0,53456.0,Yes,31174,2024-09-18,2025-04-11,N,Data mismatch
C0826,NextGen Pvt,Energy,Germany,5909701.0,2551,38.0,141028.0,Y,72489,2018-11-28,2025-11-28,No,Frequent small claims
C0841,Allied Ltd,Technology,Singapore,7311179.0,1054,77.0,96328.0,N,45619,2023-03-14,2026-03-26,No,Data mismatch
C0487,NextGen Pvt,Energy,Singapore,4360538.0,3106,,179220.0,N,38759,2020-09-02,2025-03-09,Yes,Needs review
C0765,ABC Solutions,Technology,Singapore,870173.0,3769,11.0,15211.0,NO,74102,2021-07-06,2026-12-06,N,Frequent small claims
C0877,Global Solutions,,Australia,7041245.0,1525,84.0,157026.0,NO,44673,2020-03-30,2026-12-02,Y,Needs review
C0085,XYZ Enterprises,Energy,,148984.0,854,68.0,91120.0,YES,26049,2023-11-16,2025-08-29,N,Clean history
C0988,Secure Ltd,Telecom,India,6957658.0,4775,17.0,155945.0,No,63400,2021-06-07,2025-12-01,Y,Policy renewal pending
C0384,ABC Corp,Financial Institutions,India,3277945.0,1766,10.0,59189.0,No,30954,2018-03-10,2026-12-07,Yes,Data mismatch
C0851,NextGen Corp,Technology,Canada,2819269.0,4469,46.0,51002.0,Yes,75831,2023-12-21,2025-04-26,N,Policy renewal pending
C0013,XYZ Enterprises,Healthcare,Australia,4621373.0,2312,65.0,22543.0,No,71569,2022-10-07,2025-07-08,Y,Clean history
C0545,Allied Enterprises,Financial Institutions,India,1554908.0,763,7.0,132927.0,YES,44386,2024-11-18,2025-03-13,No,Needs review
C0421,Allied Corp,Energy,UK,5838852.0,1485,54.0,158245.0,N,65774,2020-12-22,2026-04-22,Y,Late claims
C0853,XYZ Enterprises,Energy,USA,5772354.0,190,14.0,158698.0,Y,90221,2021-09-04,2025-05-21,Yes,Good client
C0700,Prime Solutions,Financial Institutions,Canada,9150222.0,1330,55.0,163117.0,Yes,98371,2023-03-12,2026-08-30,Yes,Frequent small claims
C0265,Secure Corp,Technology,Australia,5172148.0,294,38.0,164380.0,NO,19296,2019-02-20,2026-06-26,No,Policy renewal pending
C0968,Global Enterprises,Technology,Singapore,6249031.0,3669,28.0,167917.0,NO,8597,2024-12-23,2025-08-13,N,Policy renewal pending
C0915,NextGen Pvt,Technology,Singapore,5497662.0,1596,93.0,43402.0,Yes,86694,2019-04-27,2026-05-03,No,Frequent small claims
C0262,XYZ Pvt,Manufacturing,India,718467.0,2082,8.0,139702.0,NO,82214,2024-09-18,2025-10-20,N,Good client
C0695,NextGen Corp,Technology,India,2626954.0,319,,,NO,86724,2024-04-04,2025-06-24,Yes,Good client
C0781,Allied Ltd,Financial Institutions,Canada,9401434.0,624,62.0,154092.0,No,23989,2019-07-27,2026-02-16,Yes,Good client
C0744,Global Corp,Telecom,USA,7513718.0,3299,27.0,101566.0,N,78824,2022-10-21,2026-06-06,N,Data mismatch
C0300,NextGen Pvt,Manufacturing,Singapore,8603902.0,1513,15.0,109946.0,N,68814,2021-04-21,2026-06-22,No,Clean history
C0479,ABC Solutions,Manufacturing,Canada,7090102.0,1732,70.0,111122.0,NO,51759,2022-12-13,2026-06-10,Y,Frequent small claims
C0413,XYZ Enterprises,Telecom,Germany,6617963.0,4593,4.0,58117.0,YES,91057,2021-10-21,2026-12-28,Yes,Needs review
C0934,Allied Solutions,Technology,,7495350.0,2651,,159136.0,Y,11151,2023-02-16,2026-04-15,Y,Policy renewal pending
C0500,NextGen Corp,Manufacturing,USA,2863642.0,3683,,76854.0,N,49683,2023-02-27,2026-10-26,Yes,Clean history
C0391,Global Ltd,Technology,USA,903328.0,875,13.0,160394.0,NO,90226,2019-09-19,2025-12-12,No,Clean history
C0507,Secure Solutions,Manufacturing,India,5432660.0,576,69.0,194344.0,Yes,73933,2019-11-28,2026-02-05,No,Good client
C0598,Global Pvt,Energy,Australia,4678238.0,3688,19.0,179863.0,N,76280,2019-10-04,2025-01-05,N,Frequent small claims
C0550,Allied Solutions,Healthcare,Germany,5404509.0,4094,,112692.0,No,86598,2021-07-12,2026-09-20,No,Data mismatch
C0751,Secure Solutions,Healthcare,Australia,3001614.0,4520,20.0,30372.0,YES,72518,2018-05-12,2025-10-09,No,Policy renewal pending
C0552,NextGen Pvt,Energy,Germany,,967,16.0,90896.0,NO,35710,2018-03-17,2025-08-13,No,Frequent small claims
C0533,Secure Enterprises,Financial Institutions,USA,6411326.0,2093,57.0,59120.0,N,92067,2020-11-20,2026-01-25,Y,Late claims
C0782,XYZ Ltd,Energy,India,2797143.0,3282,33.0,144227.0,N,24519,2024-05-12,2025-06-19,No,Policy renewal pending
C0428,Prime Enterprises,Technology,Singapore,1452695.0,4629,57.0,129184.0,N,76700,2018-11-16,2026-10-04,Y,Needs review
C0301,NextGen Pvt,Technology,Germany,6314624.0,3465,17.0,41593.0,Y,7296,2024-09-18,2025-02-03,Yes,Clean history
C0756,Secure Ltd,Energy,Singapore,9118873.0,1849,61.0,160892.0,Y,9941,2024-09-30,2026-07-20,Y,Clean history
C0390,NextGen Pvt,Retail,India,5044505.0,606,41.0,24810.0,Y,99977,2022-09-08,2025-06-05,Y,Good client
C0909,XYZ Solutions,Technology,Australia,7683354.0,680,8.0,8832.0,NO,45991,2021-08-02,2025-05-28,Yes,Needs review
C0123,Prime Corp,Energy,USA,974371.0,1672,9.0,126251.0,Yes,41167,2020-02-09,2026-01-04,Yes,Needs review
C0950,XYZ Corp,Energy,Germany,990695.0,2873,46.0,115138.0,No,1630,2021-01-08,2026-01-24,No,Good client
C0666,Allied Pvt,Healthcare,UK,6280142.0,4698,27.0,174530.0,NO,37228,2019-09-27,2026-12-22,N,Data mismatch
C0529,Global Ltd,Telecom,USA,7083896.0,4752,54.0,92697.0,No,55612,2019-04-03,2025-03-29,Y,Data mismatch
C0293,XYZ Ltd,Energy,Germany,3551356.0,2091,95.0,84063.0,Y,28927,2018-04-30,2025-07-14,No,Frequent small claims
C0213,NextGen Pvt,Retail,,3996830.0,4040,28.0,91836.0,YES,93863,2021-01-04,2026-06-22,No,Late claims
C0665,ABC Ltd,Manufacturing,UK,5265679.0,3102,14.0,113048.0,NO,50626,,2025-11-29,No,Late claims
C0673,NextGen Pvt,Manufacturing,India,417537.0,2328,25.0,51473.0,NO,35618,2018-01-14,2026-01-07,N,Frequent small claims
C0736,Secure Enterprises,Retail,Germany,4082588.0,2790,21.0,81221.0,N,63185,2023-08-01,2025-10-08,N,Data mismatch
C0251,Allied Solutions,Energy,Germany,6046594.0,788,52.0,,Yes,82522,2018-09-05,2026-11-20,Y,Data mismatch
C0369,ABC Enterprises,Energy,Germany,6854350.0,2212,25.0,47727.0,YES,44589,2020-07-06,2025-07-09,Yes,Needs review
C0233,NextGen Ltd,Financial Institutions,Germany,,664,8.0,60778.0,N,67087,2018-02-08,2026-07-04,No,Data mismatch
C0002,Global Pvt,Financial Institutions,,6650634.0,3482,38.0,10410.0,N,174,2020-08-19,2025-09-05,No,Good client
C0357,ABC Pvt,Financial Institutions,India,8372874.0,4599,43.0,127225.0,N,32854,2019-04-02,2026-02-21,N,Policy renewal pending
C0131,Secure Pvt,,Canada,3059034.0,504,16.0,105127.0,YES,60710,2019-12-31,2025-07-20,Yes,Good client
C0106,Allied Solutions,Manufacturing,USA,2221690.0,3480,23.0,164741.0,N,98505,2024-11-03,2025-09-02,No,Data mismatch
C0898,Allied Solutions,Energy,India,3469538.0,3733,14.0,163128.0,YES,51934,2021-04-17,2025-10-01,Y,Policy renewal pending
C0125,ABC Pvt,Energy,Australia,1073548.0,4102,,172860.0,NO,65303,2022-01-02,2026-01-25,N,Good client
C0157,NextGen Pvt,Healthcare,Australia,,4243,62.0,125234.0,NO,29084,2024-01-07,2025-09-18,No,Policy renewal pending
C0821,NextGen Ltd,Manufacturing,USA,1054480.0,3039,67.0,24149.0,N,55571,2019-02-13,2025-02-14,Yes,Policy renewal pending
C0062,NextGen Corp,Healthcare,,3869315.0,4327,25.0,71262.0,YES,46289,2023-06-29,2025-08-06,Y,Late claims
C0721,Secure Pvt,Healthcare,Germany,5379548.0,2431,8.0,144883.0,N,14211,2019-11-12,2026-12-01,Yes,Policy renewal pending
C0685,Global Pvt,Telecom,Canada,,4406,,169055.0,Y,33687,2020-04-13,2025-09-13,Y,Policy renewal pending
C0959,Global Ltd,Manufacturing,Canada,2376106.0,2867,51.0,57874.0,Y,66981,2020-11-05,2026-12-09,N,Late claims
C0601,Secure Corp,Healthcare,UK,4611732.0,4830,12.0,7745.0,NO,12226,2020-01-17,2026-10-12,Yes,Frequent small claims
C0303,Allied Solutions,Telecom,Canada,6457182.0,1918,18.0,166458.0,N,35842,2019-03-10,2025-10-12,No,Needs review
C0845,XYZ Ltd,Retail,Australia,8391923.0,4481,6.0,89700.0,No,65149,2018-01-30,2025-12-24,Y,Good client
C0436,Prime Pvt,Financial Institutions,Australia,6332753.0,4619,3.0,137661.0,Yes,5126,2018-02-12,2026-10-25,No,Policy renewal pending
C0913,XYZ Solutions,Manufacturing,USA,4157893.0,2516,55.0,,YES,38862,2019-03-02,2025-02-07,N,Policy renewal pending
C0239,NextGen Enterprises,Retail,Canada,3774515.0,4328,51.0,175492.0,Yes,26149,2022-07-30,2025-02-15,No,Needs review
C0937,ABC Pvt,Energy,Australia,7268362.0,4889,81.0,70458.0,Yes,44739,2024-09-02,2026-07-04,Y,Late claims
C0139,Secure Ltd,Manufacturing,UK,2109021.0,3679,52.0,20434.0,Yes,64619,2021-04-06,2026-03-24,Yes,Late claims
C0169,Global Pvt,Telecom,India,4359622.0,1574,85.0,153510.0,N,1813,2021-07-30,2025-09-30,N,Late claims
C0453,Global Pvt,Energy,India,8554561.0,4715,83.0,148309.0,No,9359,2018-12-11,2026-11-28,N,Needs review
C0112,Allied Enterprises,Energy,Canada,7006726.0,3230,10.0,167777.0,N,25917,2019-04-05,2026-06-07,Y,Needs review
C0362,NextGen Ltd,Financial Institutions,USA,1852683.0,845,3.0,16590.0,Yes,27518,2022-08-02,2026-09-20,Y,Data mismatch
C0939,Prime Ltd,Healthcare,UK,7384953.0,122,88.0,135429.0,Y,35303,2020-12-03,2025-06-14,Yes,Policy renewal pending
C0099,NextGen Ltd,Energy,India,4645583.0,3330,63.0,65058.0,N,89116,2020-07-18,2026-08-20,No,Data mismatch
C0435,Secure Solutions,Healthcare,USA,6057515.0,71,14.0,125263.0,NO,15810,2024-11-02,2026-07-15,Y,Data mismatch
C0938,Secure Solutions,Energy,India,4427819.0,4498,98.0,152661.0,YES,32954,2023-05-22,2025-11-11,Y,Frequent small claims
C0155,Allied Corp,Healthcare,,2648421.0,1300,55.0,22297.0,YES,51707,2019-07-13,2026-06-24,Yes,Good client
C0501,Secure Pvt,Retail,USA,7789684.0,4494,51.0,99230.0,No,87999,2022-01-25,2025-12-29,Yes,Clean history
C0181,Secure Ltd,Energy,Australia,5695108.0,221,63.0,119650.0,NO,77219,2024-06-20,2026-03-07,No,Clean history
C0520,NextGen Ltd,Telecom,Australia,6746705.0,3838,4.0,130737.0,Yes,33665,2021-10-18,2026-08-18,No,Policy renewal pending
C0228,XYZ Pvt,Energy,Germany,7399695.0,984,69.0,90376.0,YES,27586,2024-01-26,2026-08-06,Y,Clean history
C0065,Secure Solutions,Telecom,Singapore,664685.0,4475,36.0,72411.0,Yes,16199,2022-05-01,2026-02-25,Yes,Good client
C0368,Global Enterprises,Healthcare,Australia,5243901.0,2446,39.0,125356.0,YES,23199,2019-01-15,2026-04-03,N,Data mismatch
C0146,Secure Pvt,Telecom,Canada,2584413.0,3413,99.0,106665.0,Yes,81730,2018-04-04,2026-07-29,N,Data mismatch
C0836,Global Enterprises,Retail,India,5009047.0,92,76.0,166033.0,Yes,92435,2023-05-11,2026-07-22,No,Needs review
C0752,Allied Solutions,Retail,Australia,3066422.0,2083,34.0,8642.0,N,39104,2023-08-29,2026-06-20,Yes,Good client
C0828,NextGen Corp,Energy,India,8771370.0,1227,63.0,68811.0,NO,91036,2018-08-28,2026-02-09,Y,Late claims
C0036,Global Ltd,Technology,Canada,6740913.0,4945,35.0,27054.0,Yes,389,2018-12-17,2026-05-22,Y,Data mismatch
C0860,NextGen Solutions,Energy,India,8160833.0,3660,78.0,109601.0,YES,15408,2022-05-12,2026-10-16,Y,Policy renewal pending
C0564,Allied Corp,Retail,Singapore,921052.0,366,82.0,59336.0,Y,87796,2020-10-25,2025-09-26,Y,Policy renewal pending
C0232,Secure Pvt,Technology,India,2572189.0,3611,87.0,86532.0,Y,86346,,2026-11-24,Yes,Good client
C0814,XYZ Solutions,Telecom,Germany,9013742.0,4450,70.0,113125.0,No,15160,2023-04-12,2026-03-16,Yes,Clean history
C0135,NextGen Corp,Technology,USA,2639448.0,3019,40.0,44758.0,NO,30949,2018-11-27,2025-02-07,Yes,Good client
C0364,Secure Solutions,Financial Institutions,UK,1104646.0,4738,19.0,148938.0,N,59848,2023-11-05,2026-11-01,No,Good client
C0458,Global Solutions,Telecom,USA,3022097.0,3406,58.0,51154.0,Y,14671,2024-10-23,2025-11-12,Y,Needs review
C0669,Global Enterprises,Manufacturing,UK,1634026.0,4526,,196686.0,Y,28302,2021-02-13,2025-05-05,Y,Data mismatch
C0991,ABC Solutions,Energy,Singapore,2701623.0,413,6.0,89040.0,Yes,76537,2023-04-06,2025-12-11,Yes,Policy renewal pending
C0713,XYZ Enterprises,Manufacturing,Canada,1701596.0,1440,80.0,180326.0,Yes,33418,2019-07-08,2026-07-28,Y,Late claims
C0527,Global Solutions,Healthcare,Germany,8415390.0,1439,70.0,71914.0,YES,89211,2022-03-09,2025-05-13,N,Policy renewal pending
C0437,Allied Enterprises,Energy,,5346880.0,3241,88.0,30235.0,NO,30009,2022-03-22,2025-04-02,Yes,Clean history
C0863,Prime Solutions,Retail,USA,486594.0,1731,40.0,66844.0,YES,16351,2020-02-27,2025-10-22,N,Policy renewal pending
C0198,Global Pvt,Energy,India,210078.0,4112,13.0,25538.0,Y,60686,,2026-02-16,Yes,Good client
C0461,Allied Ltd,Energy,India,3089475.0,3392,64.0,94678.0,No,25963,2024-05-06,2026-07-27,Yes,Policy renewal pending
C0457,Secure Corp,Retail,UK,6218900.0,4883,30.0,,Yes,33272,,2026-04-24,N,Clean history
C0450,Allied Corp,Manufacturing,India,4933177.0,4049,19.0,76126.0,NO,10655,2024-10-13,2026-01-21,No,Policy renewal pending
C0025,NextGen Ltd,Technology,Australia,4821339.0,3545,22.0,141535.0,Yes,79747,2019-02-20,2026-01-14,No,Frequent small claims
C0214,Prime Corp,Telecom,,4436787.0,3207,75.0,141570.0,YES,10278,2021-12-01,2025-05-08,Y,Policy renewal pending
C0739,Allied Enterprises,Financial Institutions,Australia,9406167.0,175,34.0,92178.0,NO,91051,2023-03-06,2026-12-30,No,Data mismatch
C0576,NextGen Solutions,Energy,India,1973421.0,1157,75.0,33172.0,No,64551,2020-06-04,2025-10-17,N,Good client
C0385,Prime Ltd,Healthcare,USA,,4501,21.0,53511.0,N,96671,2023-11-09,2026-06-10,No,Policy renewal pending
C0079,XYZ Ltd,Retail,India,1867640.0,1459,8.0,160378.0,NO,887,2019-03-04,2025-07-26,Yes,Policy renewal pending
C0591,ABC Enterprises,Healthcare,Canada,7078737.0,4159,69.0,101664.0,YES,49522,2024-05-16,2025-07-17,No,Good client
C0177,Allied Pvt,Financial Institutions,Germany,325281.0,4276,81.0,125906.0,YES,78854,2022-01-14,2026-10-21,Yes,Good client
C0379,Allied Ltd,Telecom,India,6419707.0,3289,99.0,80969.0,Y,13917,2019-01-07,2025-09-09,Y,Clean history
C0779,Global Corp,,Canada,9061343.0,4083,28.0,89388.0,N,19173,2022-09-13,2026-06-29,N,Policy renewal pending
C0965,Secure Pvt,Energy,Australia,6771318.0,4261,55.0,37920.0,Y,29932,2023-02-16,2026-10-11,Yes,Good client
C0201,Secure Enterprises,Telecom,Singapore,9892712.0,1800,9.0,76155.0,No,2426,2023-01-31,2026-01-25,N,Frequent small claims
C0401,Secure Pvt,Financial Institutions,UK,3799391.0,3379,14.0,148521.0,N,44942,2022-01-01,2026-04-13,Y,Late claims
C0547,Secure Solutions,Technology,Germany,8793670.0,4387,55.0,187240.0,No,89791,2021-09-18,2026-06-26,N,Frequent small claims
C0469,XYZ Solutions,Manufacturing,UK,7426434.0,3143,97.0,31917.0,N,94636,2024-08-30,2026-06-29,Y,Data mismatch
C0618,NextGen Ltd,Technology,India,3414692.0,4180,41.0,45992.0,No,75542,2022-05-25,2025-05-27,Y,Frequent small claims
C0705,Prime Corp,Retail,USA,9517063.0,3228,82.0,133557.0,No,10922,2022-12-14,2026-12-08,Yes,Late claims
C0052,XYZ Enterprises,Manufacturing,Germany,4010197.0,3350,91.0,191356.0,NO,19477,2019-12-12,2026-11-20,Y,Policy renewal pending
C0432,Global Ltd,Technology,USA,149115.0,967,71.0,43333.0,NO,61510,2023-12-01,2026-09-28,Y,Needs review
C0872,Global Solutions,Financial Institutions,USA,973172.0,3229,3.0,175536.0,Yes,18263,2022-02-05,2025-05-03,No,Late claims
C0793,XYZ Ltd,Financial Institutions,Australia,5156861.0,1687,57.0,179535.0,NO,39350,2018-06-02,2026-12-29,N,Needs review
C0530,NextGen Pvt,Manufacturing,Australia,8883148.0,215,46.0,111239.0,YES,44535,2020-02-23,2025-06-22,N,Frequent small claims
C0634,Secure Ltd,Energy,Canada,4565150.0,4753,66.0,157008.0,Y,81570,2019-06-14,2026-10-18,No,Data mismatch
C0850,Secure Solutions,Healthcare,UK,2290222.0,3904,98.0,138943.0,YES,37099,2019-12-06,2026-03-18,Y,Clean history
C1000,Prime Enterprises,Financial Institutions,Germany,9783910.0,2881,40.0,30675.0,YES,97905,2018-01-03,2026-06-25,N,Late claims
C0769,NextGen Corp,Financial Institutions,USA,4321038.0,1036,85.0,157614.0,No,66677,2021-06-14,2025-02-09,Y,Good client
C0539,NextGen Pvt,Manufacturing,UK,3785501.0,1626,85.0,31654.0,No,32172,2019-12-26,2026-02-18,No,Clean history
C0881,XYZ Ltd,Healthcare,India,7121862.0,1458,63.0,105772.0,No,10335,2021-05-04,2025-02-13,N,Good client
C0172,XYZ Corp,Retail,India,516880.0,1290,53.0,178489.0,N,55276,2019-07-09,2025-07-06,Y,Policy renewal pending
C0707,Allied Ltd,Financial Institutions,USA,8334679.0,2262,60.0,49605.0,Yes,33340,2019-07-05,2026-08-18,Y,Needs review
C0136,Allied Ltd,Healthcare,India,209556.0,3078,17.0,59312.0,YES,22547,2023-02-19,2025-08-14,Yes,Needs review
C0438,Allied Pvt,Telecom,India,1504330.0,2403,80.0,5159.0,NO,99120,2023-05-23,2025-05-15,No,Frequent small claims
C0519,XYZ Pvt,Financial Institutions,Germany,9206824.0,444,90.0,71852.0,YES,68842,2024-05-08,2026-06-29,No,Good client
C0440,Allied Enterprises,Financial Institutions,Australia,4135851.0,736,55.0,167993.0,No,192,2021-06-11,2026-05-10,No,Clean history
C0046,Allied Enterprises,Energy,Germany,5097895.0,882,14.0,180271.0,No,56408,2022-12-31,2025-08-26,Yes,Good client
C0084,Allied Corp,Healthcare,UK,1525472.0,1605,79.0,172708.0,N,86741,2020-08-15,2025-10-06,Yes,Data mismatch
C0912,Global Solutions,Retail,USA,5913365.0,2902,41.0,117230.0,NO,9486,2020-03-28,2026-06-22,Y,Clean history
C0260,Prime Ltd,Technology,,9849436.0,863,94.0,31421.0,YES,24170,2019-04-23,2026-02-13,Yes,Late claims
C0708,Global Corp,Telecom,Germany,6563768.0,2402,84.0,89565.0,No,39850,2024-07-03,2026-07-27,Yes,Good client
C0041,XYZ Enterprises,Technology,India,168148.0,4114,6.0,88276.0,Y,35531,2024-07-22,2025-02-11,Yes,Data mismatch
C0375,ABC Solutions,Manufacturing,India,8711474.0,1362,5.0,16390.0,N,86465,2024-04-05,2026-10-19,Yes,Policy renewal pending
C0425,ABC Pvt,Technology,Australia,3793305.0,2134,46.0,127258.0,YES,28916,2018-01-22,2025-02-13,Yes,Clean history
C0624,Prime Ltd,Energy,UK,8601424.0,2027,70.0,142227.0,Yes,203,2023-12-10,2025-10-19,No,Data mismatch
C0583,Global Ltd,Energy,India,,949,42.0,36881.0,Yes,41609,2018-12-04,2026-02-16,Y,Good client
C0028,NextGen Pvt,Energy,Germany,184654.0,3107,86.0,135576.0,NO,84892,2024-10-08,2025-05-14,N,Good client
C0489,ABC Solutions,Financial Institutions,Canada,6297323.0,841,9.0,138296.0,Y,25307,2022-02-28,2025-07-07,N,Late claims
C0230,Global Ltd,Manufacturing,Germany,4441747.0,4547,44.0,166726.0,NO,50489,2020-04-07,2026-08-24,N,Late claims
C0977,Allied Solutions,,Australia,4335042.0,682,34.0,25583.0,N,93065,2024-10-18,2025-07-05,N,Late claims
C0949,Allied Enterprises,Financial Institutions,Australia,2781719.0,4305,76.0,62615.0,Yes,33037,2023-01-07,2026-11-03,Y,Policy renewal pending
C0994,Allied Enterprises,Energy,Australia,4208997.0,198,8.0,,NO,20862,2019-02-25,2025-02-25,Yes,Clean history
C0184,ABC Solutions,Telecom,Singapore,6709280.0,4247,55.0,125956.0,Y,2093,2019-09-29,2025-10-25,No,Data mismatch
